neuron	0	2499	4999	7499	9998
1546	current_calc	0.00990889	0.700415	0.709228	0.716114	0.697888
1547	current_calc	0.00990968	0.69324	0.70505	0.701377	0.706105
1548	current_calc	0.0138672	0.700422	0.708963	0.705579	0.701788
1549	current_calc	0.0118851	0.688194	0.706048	0.689441	0.683683
1550	current_calc	0.0119042	0.700862	0.685888	0.714489	0.697231
1551	current_calc	0.00990888	0.705575	0.691033	0.680776	0.688564
1552	current_calc	0.0138749	0.698323	0.700839	0.696315	0.694085
1553	current_calc	0.0118994	0.700102	0.692406	0.69936	0.685433
1554	current_calc	0.0118871	0.692938	0.693833	0.712526	0.70868
1555	current_calc	0.0138822	0.694026	0.701119	0.695763	0.679974
1556	current_calc	0.0118879	0.702657	0.688642	0.692613	0.691902
1557	current_calc	0.0118984	0.700995	0.700722	0.692006	0.694531
1558	current_calc	0.0118921	0.690289	0.697628	0.690372	0.684839
1559	current_calc	0.0119052	0.689826	0.70463	0.691028	0.691467
1560	current_calc	0.0119024	0.685638	0.703888	0.712994	0.71222
1561	current_calc	0.0138755	0.691825	0.698151	0.705196	0.710326
1562	current_calc	0.00990849	0.696426	0.695014	0.700201	0.712383
1563	current_calc	0.0118919	0.691708	0.69232	0.685339	0.707253
1564	current_calc	0.0138771	0.69586	0.714301	0.688023	0.696575
1565	current_calc	0.0138773	0.693455	0.698931	0.709102	0.716317
1566	current_calc	0.00990571	0.717391	0.705337	0.719976	0.712476
1567	current_calc	0.0118802	0.689811	0.68942	0.710013	0.698721
1568	current_calc	0.00990748	0.695419	0.705128	0.696128	0.702467
1569	current_calc	0.0118992	0.681838	0.689616	0.692676	0.691031
1570	current_calc	0.0118932	0.692141	0.704382	0.721569	0.719239
1571	current_calc	0.00990987	0.706983	0.695342	0.709697	0.699973
1572	current_calc	0.00990907	0.704393	0.698282	0.70764	0.698424
1573	current_calc	0.0118911	0.690926	0.694602	0.69574	0.693577
1574	current_calc	0.0118921	0.691936	0.695842	0.714183	0.709876
1575	current_calc	0.00990928	0.689451	0.698564	0.709116	0.716838
1576	current_calc	0.0099075	0.693674	0.702705	0.687171	0.692337
1577	current_calc	0.0118921	0.692792	0.690873	0.707002	0.712693
1578	current_calc	0.0138661	0.707248	0.701316	0.717313	0.712103
1579	current_calc	0.0119054	0.687141	0.695776	0.708188	0.694049
1580	current_calc	0.0138793	0.691335	0.700896	0.689092	0.693845
1581	current_calc	0.0118996	0.702168	0.694111	0.694211	0.683201
1582	current_calc	0.00990689	0.692619	0.715645	0.711413	0.700266
1583	current_calc	0.00990868	0.709576	0.695833	0.707084	0.709103
1584	current_calc	0.00990869	0.714558	0.696499	0.694141	0.694838
1585	current_calc	0.0118919	0.683272	0.69988	0.696278	0.699989
1586	current_calc	0.00990927	0.675551	0.722728	0.715167	0.710416
1587	current_calc	0.0138663	0.696968	0.707753	0.691915	0.690588
1588	current_calc	0.0118992	0.689497	0.701196	0.684484	0.687441
1589	current_calc	0.013869	0.696375	0.712918	0.71206	0.707079
1590	current_calc	0.0118853	0.693442	0.703811	0.731872	0.706192
1591	current_calc	0.00990948	0.692309	0.705336	0.710855	0.704476
1592	current_calc	0.0118853	0.698874	0.69934	0.707893	0.693081
1593	current_calc	0.0118982	0.699497	0.697183	0.725023	0.702004
1594	current_calc	0.0119002	0.678617	0.6959	0.696882	0.69566
1595	current_calc	0.0138624	0.699747	0.709479	0.700173	0.684042
1596	current_calc	0.011897	0.692763	0.697813	0.703033	0.707053
1597	current_calc	0.0138749	0.697451	0.710092	0.710535	0.708184
1598	current_calc	0.0119056	0.700375	0.697571	0.715473	0.7099
1599	current_calc	0.00991027	0.695296	0.702556	0.711693	0.701054
1600	current_calc	0.0119044	0.695869	0.68898	0.692041	0.693168
1601	current_calc	0.0138961	0.693806	0.712414	0.690039	0.689668
1602	current_calc	0.0118907	0.686543	0.700211	0.706871	0.714737
1603	current_calc	0.0099077	0.700742	0.695915	0.707469	0.709027
1604	current_calc	0.0138676	0.689484	0.697683	0.716588	0.703597
1605	current_calc	0.0138888	0.688657	0.682088	0.709426	0.715625
1606	current_calc	0.0118837	0.692835	0.688787	0.711678	0.70183
1607	current_calc	0.00990869	0.692935	0.698528	0.700522	0.702033
1608	current_calc	0.0118843	0.691698	0.693582	0.702826	0.70992
1609	current_calc	0.0118798	0.688986	0.686563	0.712262	0.720647
1610	current_calc	0.0138786	0.710809	0.714203	0.694529	0.70829
1611	current_calc	0.0158633	0.697759	0.700184	0.692399	0.697943
1612	current_calc	0.0138757	0.708258	0.702328	0.690101	0.690219
1613	current_calc	0.0119	0.702929	0.689921	0.693734	0.689036
1614	current_calc	0.00990947	0.696799	0.695994	0.699188	0.705129
1615	current_calc	0.0119042	0.703251	0.700068	0.721642	0.697405
1616	current_calc	0.0138658	0.700084	0.712567	0.704358	0.718561
1617	current_calc	0.00990967	0.697865	0.699989	0.710411	0.712397
1618	current_calc	0.00990928	0.696747	0.703194	0.708296	0.712569
1619	current_calc	0.00991046	0.711238	0.709181	0.689371	0.694629
1620	current_calc	0.00990908	0.696188	0.693694	0.698971	0.692632
1621	current_calc	0.0119038	0.710233	0.696034	0.704392	0.711409
1622	current_calc	0.0138805	0.700411	0.710849	0.690427	0.686698
1623	current_calc	0.01387	0.70524	0.704077	0.721839	0.704024
1624	current_calc	0.0119022	0.700364	0.708949	0.69121	0.702705
1625	current_calc	0.0119044	0.711227	0.700628	0.710467	0.718684
1626	current_calc	0.00990908	0.688568	0.705415	0.701916	0.714408
1627	current_calc	0.0138874	0.703717	0.720228	0.708419	0.690596
1628	current_calc	0.00990928	0.696732	0.690739	0.695034	0.696005
1629	current_calc	0.0119068	0.712794	0.707063	0.696166	0.695015
1630	current_calc	0.0118903	0.707826	0.701716	0.710859	0.721611
1631	current_calc	0.0119022	0.707255	0.701581	0.711533	0.704948
1632	current_calc	0.00990987	0.703522	0.698456	0.683025	0.694164
1633	current_calc	0.00990868	0.707513	0.697625	0.689906	0.683386
1634	current_calc	0.0138839	0.702931	0.718198	0.710776	0.71655
1635	current_calc	0.00990908	0.677181	0.696625	0.714176	0.703536
1636	current_calc	0.0138644	0.705283	0.691278	0.707984	0.714608
1637	current_calc	0.00990908	0.702372	0.707437	0.693941	0.678158
1638	current_calc	0.0118907	0.686112	0.694489	0.692624	0.687571
1639	current_calc	0.00990927	0.694715	0.698913	0.706853	0.71761
1640	current_calc	0.0118794	0.69323	0.703531	0.698345	0.706518
1641	current_calc	0.0138753	0.683308	0.709054	0.708984	0.709262
1642	current_calc	0.011895	0.710158	0.687058	0.70868	0.695508
1643	current_calc	0.0118879	0.685925	0.710509	0.722593	0.707986
1644	current_calc	0.0118867	0.703133	0.70438	0.688172	0.698203
1645	current_calc	0.0118911	0.691072	0.698004	0.705718	0.717206
1646	current_calc	0.0118932	0.708624	0.713619	0.688217	0.682278
1647	current_calc	0.00990927	0.707477	0.697451	0.693431	0.69192
1648	current_calc	0.0118968	0.701961	0.69837	0.682096	0.695003
1649	current_calc	0.00990889	0.695141	0.693743	0.68753	0.698507
1650	current_calc	0.0118794	0.695282	0.687182	0.72414	0.712767
1651	current_calc	0.011879	0.696888	0.704889	0.681702	0.68883
1652	current_calc	0.00990828	0.690951	0.70264	0.710169	0.711272
1653	current_calc	0.0118958	0.709461	0.71141	0.709029	0.707628
1654	current_calc	0.0138693	0.698542	0.686077	0.68452	0.686299
1655	current_calc	0.0138781	0.6908	0.704538	0.715293	0.709036
1656	current_calc	0.013867	0.696601	0.693933	0.708207	0.721957
1657	current_calc	0.0118841	0.696761	0.700344	0.704586	0.700317
1658	current_calc	0.0118974	0.694036	0.701622	0.714257	0.708001
1659	current_calc	0.0118927	0.687999	0.687514	0.704503	0.703773
1660	current_calc	0.00990788	0.708232	0.696158	0.688626	0.699289
1661	current_calc	0.00990829	0.704302	0.70033	0.704826	0.725471
1662	current_calc	0.0119006	0.696617	0.705958	0.719933	0.705093
1663	current_calc	0.00990869	0.704504	0.701159	0.68238	0.690411
1664	current_calc	0.0119046	0.689765	0.721918	0.720873	0.706704
1665	current_calc	0.0118996	0.704463	0.704823	0.692717	0.686774
1666	current_calc	0.0118857	0.700204	0.700987	0.717136	0.714319
1667	current_calc	0.0119064	0.70511	0.700159	0.699177	0.682852
1668	current_calc	0.0118944	0.6806	0.700493	0.697044	0.694457
1669	current_calc	0.0118897	0.694958	0.705816	0.699815	0.719205
1670	current_calc	0.00990948	0.691923	0.709542	0.687123	0.696256
1671	current_calc	0.0118976	0.700347	0.701987	0.696576	0.703982
1672	current_calc	0.011898	0.689798	0.700862	0.696882	0.689583
1673	current_calc	0.0118992	0.702	0.716997	0.690485	0.711769
1674	current_calc	0.0118907	0.699526	0.699853	0.691093	0.691641
1675	current_calc	0.0118845	0.701922	0.696261	0.716699	0.713849
1676	current_calc	0.0118778	0.687392	0.701497	0.694679	0.691692
1677	current_calc	0.0138612	0.704603	0.695011	0.706392	0.697912
1678	current_calc	0.0138578	0.681075	0.706046	0.686355	0.710386
1679	current_calc	0.0099075	0.695442	0.694778	0.704661	0.712734
1680	current_calc	0.0138666	0.697446	0.683643	0.712197	0.715156
1681	current_calc	0.0118796	0.698512	0.694216	0.705817	0.718126
1682	current_calc	0.0118859	0.699215	0.698499	0.693394	0.714088
1683	current_calc	0.00991066	0.689072	0.700745	0.696223	0.696618
1684	current_calc	0.0119096	0.697598	0.703295	0.693622	0.701307
1685	current_calc	0.011896	0.70596	0.704881	0.683257	0.688643
1686	current_calc	0.0119086	0.696923	0.700591	0.700133	0.685551
1687	current_calc	0.00991047	0.714795	0.715616	0.713494	0.718992
1688	current_calc	0.0118849	0.715225	0.704475	0.691823	0.704091
1689	current_calc	0.00990769	0.700309	0.706947	0.716364	0.715066
1690	current_calc	0.0118911	0.698925	0.704859	0.693287	0.699506
1691	current_calc	0.0138588	0.704702	0.70586	0.707009	0.692792
1692	current_calc	0.0118824	0.703818	0.711607	0.694327	0.690945
1693	current_calc	0.0118788	0.693575	0.706221	0.698117	0.704144
1694	current_calc	0.0118925	0.703938	0.684609	0.696931	0.688642
1695	current_calc	0.00991007	0.703926	0.712786	0.712584	0.718309
1696	current_calc	0.013861	0.697136	0.706	0.704108	0.700153
1697	current_calc	0.0118877	0.703921	0.699845	0.722063	0.712725
1698	current_calc	0.00990909	0.70953	0.706717	0.710956	0.720389
1699	current_calc	0.0138854	0.695943	0.68981	0.699678	0.689845
1700	current_calc	0.0119052	0.70251	0.696738	0.710672	0.701643
1701	current_calc	0.0119076	0.701158	0.713583	0.713192	0.713458
1702	current_calc	0.0118978	0.699384	0.700657	0.679779	0.702242
1703	current_calc	0.0118849	0.705299	0.707671	0.697023	0.716305
1704	current_calc	0.00991086	0.707483	0.695418	0.696248	0.719132
1705	current_calc	0.00990849	0.692713	0.697988	0.723815	0.716672
1706	current_calc	0.0118857	0.703635	0.689559	0.685521	0.68556
1707	current_calc	0.00990968	0.680898	0.713569	0.695262	0.716644
1708	current_calc	0.00990948	0.70391	0.702728	0.699075	0.683213
1709	current_calc	0.011898	0.696646	0.704179	0.677141	0.689143
1710	current_calc	0.00991007	0.69857	0.695534	0.688388	0.69152
1711	current_calc	0.0118895	0.704771	0.691982	0.703143	0.710451
1712	current_calc	0.0138567	0.685377	0.694366	0.704393	0.706488
1713	current_calc	0.00990947	0.695667	0.702965	0.686161	0.702565
1714	current_calc	0.011902	0.689547	0.700454	0.713712	0.718559
1715	current_calc	0.00990887	0.712939	0.707216	0.722647	0.707914
1716	current_calc	0.0118849	0.708231	0.710939	0.68211	0.68119
1717	current_calc	0.00990987	0.686785	0.709743	0.689674	0.703176
1718	current_calc	0.0138804	0.693541	0.700409	0.680962	0.694406
1719	current_calc	0.0138749	0.700244	0.697567	0.712432	0.700768
1720	current_calc	0.0138719	0.688514	0.713111	0.721286	0.713137
1721	current_calc	0.0138727	0.692791	0.69927	0.711054	0.713136
1722	current_calc	0.0138753	0.694931	0.703431	0.709631	0.699412
1723	current_calc	0.00990948	0.703563	0.690113	0.688673	0.684261
1724	current_calc	0.011902	0.68716	0.702963	0.690075	0.693697
1725	current_calc	0.0118863	0.690531	0.70857	0.715838	0.70755
1726	current_calc	0.0118849	0.71332	0.705086	0.716798	0.70711
1727	current_calc	0.0138807	0.683189	0.699933	0.717338	0.704293
1728	current_calc	0.013862	0.691623	0.713877	0.714259	0.713527
1729	current_calc	0.00990849	0.709798	0.703191	0.700014	0.722236
1730	current_calc	0.011877	0.693327	0.701966	0.709556	0.717484
1731	current_calc	0.0118786	0.692441	0.705809	0.713141	0.720604
1732	current_calc	0.0118842	0.703396	0.694185	0.704881	0.686677
1733	current_calc	0.0119048	0.703432	0.698912	0.708405	0.695516
1734	current_calc	0.011899	0.694033	0.69462	0.697669	0.70087
1735	current_calc	0.00990887	0.688111	0.695243	0.683148	0.685612
1736	current_calc	0.00991007	0.711729	0.693294	0.695679	0.70184
1737	current_calc	0.0118792	0.714589	0.698027	0.718809	0.713033
1738	current_calc	0.0118934	0.700249	0.700678	0.703698	0.700607
1739	current_calc	0.00990927	0.704587	0.697543	0.691068	0.697984
1740	current_calc	0.0138674	0.690753	0.703712	0.683537	0.691075
1741	current_calc	0.0138791	0.712163	0.703039	0.689246	0.699824
1742	current_calc	0.0118909	0.695191	0.705136	0.708937	0.713653
1743	current_calc	0.00990947	0.707248	0.709833	0.68292	0.704082
1744	current_calc	0.0138761	0.699498	0.703713	0.715925	0.700619
1745	current_calc	0.0118966	0.689034	0.703764	0.693156	0.687106
1746	current_calc	0.0118847	0.695185	0.704222	0.701081	0.686703
1747	current_calc	0.0118998	0.696813	0.695034	0.714783	0.713425
1748	current_calc	0.0118802	0.706819	0.706089	0.699501	0.688075
1749	current_calc	0.00990987	0.695333	0.719278	0.696265	0.69436
1750	current_calc	0.0138775	0.704243	0.697511	0.700441	0.714818
1751	current_calc	0.00990908	0.700989	0.700051	0.694574	0.700317
1752	current_calc	0.0158567	0.703405	0.703196	0.705466	0.711898
1753	current_calc	0.013888	0.692458	0.699048	0.691174	0.686682
1754	current_calc	0.011906	0.704483	0.696975	0.723414	0.717607
1755	current_calc	0.011905	0.700631	0.704954	0.687953	0.697207
1756	current_calc	0.0118972	0.69476	0.70398	0.690558	0.692367
1757	current_calc	0.0118774	0.705177	0.701132	0.688756	0.692231
1758	current_calc	0.0119022	0.694807	0.696886	0.698351	0.703386
1759	current_calc	0.0138739	0.697827	0.72163	0.685186	0.694096
1760	current_calc	0.0118968	0.688009	0.706164	0.716011	0.718575
1761	current_calc	0.0118794	0.698821	0.69888	0.701297	0.686906
1762	current_calc	0.0118895	0.698597	0.701941	0.690538	0.6859
1763	current_calc	0.0138822	0.688704	0.700428	0.690964	0.691332
1764	current_calc	0.0119084	0.700708	0.698199	0.692074	0.696337
1765	current_calc	0.013872	0.690856	0.711422	0.701751	0.702012
1766	current_calc	0.0118972	0.696694	0.697692	0.712948	0.707431
1767	current_calc	0.0118998	0.701706	0.699978	0.6978	0.686578
1768	current_calc	0.011881	0.693185	0.70985	0.705477	0.704287
1769	current_calc	0.00990808	0.699306	0.705032	0.713103	0.713678
1770	current_calc	0.0118818	0.716181	0.694107	0.709408	0.708807
1771	current_calc	0.0118782	0.700278	0.698234	0.70912	0.704308
1772	current_calc	0.0138632	0.701784	0.702267	0.691838	0.685996
1773	current_calc	0.0138805	0.701747	0.695927	0.691846	0.683162
1774	current_calc	0.0138717	0.69691	0.689187	0.716157	0.701523
1775	current_calc	0.0118907	0.701249	0.694945	0.691979	0.701175
1776	current_calc	0.00990888	0.699247	0.699827	0.713412	0.703892
1777	current_calc	0.0118873	0.700306	0.710337	0.710284	0.717145
1778	current_calc	0.015854	0.705826	0.709951	0.700772	0.693929
1779	current_calc	0.0119022	0.689185	0.693254	0.708035	0.718461
1780	current_calc	0.00991028	0.697819	0.69339	0.697691	0.69774
1781	current_calc	0.0138803	0.710299	0.705435	0.693387	0.709654
1782	current_calc	0.00991007	0.715366	0.698454	0.694402	0.694645
1783	current_calc	0.0138751	0.710589	0.705	0.677541	0.688988
1784	current_calc	0.0118986	0.695081	0.710055	0.688387	0.715623
1785	current_calc	0.0138618	0.704049	0.70971	0.699682	0.681721
1786	current_calc	0.00990789	0.698266	0.7052	0.709955	0.704756
1787	current_calc	0.00991027	0.697489	0.707304	0.711763	0.715956
1788	current_calc	0.00990928	0.715408	0.706347	0.687906	0.697363
1789	current_calc	0.00990868	0.703589	0.709329	0.692592	0.707714
1790	current_calc	0.0138598	0.703582	0.700521	0.69436	0.689203
1791	current_calc	0.0118976	0.683541	0.702907	0.704906	0.714552
1792	current_calc	0.0138872	0.692917	0.712049	0.719526	0.704461
1793	current_calc	0.0119042	0.702849	0.687711	0.69824	0.698725
1794	current_calc	0.0138797	0.697638	0.696808	0.69201	0.686418
1795	current_calc	0.00990868	0.689338	0.697388	0.705012	0.696532
1796	current_calc	0.00990987	0.692623	0.687631	0.708239	0.708531
1797	current_calc	0.0118909	0.713195	0.702205	0.714592	0.706989
1798	current_calc	0.0138763	0.698481	0.704469	0.694088	0.694901
1799	current_calc	0.0138894	0.708908	0.697526	0.706192	0.707017
1800	current_calc	0.0118788	0.710662	0.697798	0.690899	0.695138
1801	current_calc	0.00990808	0.692562	0.703723	0.69162	0.691072
1802	current_calc	0.0118834	0.688662	0.698401	0.709215	0.706134
1803	current_calc	0.0138668	0.705343	0.689645	0.694866	0.683646
1804	current_calc	0.0118897	0.708505	0.69935	0.693554	0.695756
1805	current_calc	0.0118938	0.704737	0.694247	0.686311	0.678934
1806	current_calc	0.0118893	0.700514	0.705741	0.695311	0.69859
1807	current_calc	0.0118839	0.701738	0.687905	0.719842	0.697092
1808	current_calc	0.00990789	0.704847	0.701569	0.697599	0.691701
1809	current_calc	0.0118901	0.682069	0.696036	0.714733	0.712194
1810	current_calc	0.0118759	0.693866	0.70173	0.714672	0.711132
1811	current_calc	0.0118774	0.68692	0.703559	0.700965	0.682623
1812	current_calc	0.0118962	0.698095	0.702856	0.710682	0.719192
1813	current_calc	0.00990987	0.704484	0.70538	0.699855	0.706082
1814	current_calc	0.0138656	0.6936	0.704396	0.698529	0.692891
1815	current_calc	0.0138753	0.710819	0.679791	0.710774	0.701229
1816	current_calc	0.0138834	0.70845	0.711641	0.694725	0.688358
1817	current_calc	0.0118867	0.702192	0.709097	0.702556	0.697428
1818	current_calc	0.0119042	0.705191	0.693641	0.704508	0.682979
1819	current_calc	0.0118786	0.69748	0.693977	0.710825	0.714344
1820	current_calc	0.0138755	0.705314	0.700075	0.700689	0.701264
1821	current_calc	0.0119068	0.715021	0.69999	0.693825	0.688256
1822	current_calc	0.00990987	0.704871	0.705639	0.708459	0.699521
1823	current_calc	0.0138658	0.704097	0.687339	0.694161	0.696652
1824	current_calc	0.0138798	0.694201	0.711141	0.702785	0.700662
1825	current_calc	0.0119032	0.698848	0.703526	0.710212	0.692019
1826	current_calc	0.0138686	0.690857	0.706958	0.704504	0.696854
1827	current_calc	0.00990888	0.696943	0.710961	0.684686	0.683398
1828	current_calc	0.011882	0.684755	0.687926	0.69363	0.694317
1829	current_calc	0.00990789	0.713186	0.707926	0.696057	0.706131
1830	current_calc	0.0138662	0.691111	0.701016	0.707774	0.693819
1831	current_calc	0.0138588	0.702366	0.712733	0.697809	0.689734
1832	current_calc	0.0118998	0.689716	0.699547	0.691608	0.671769
1833	current_calc	0.0118792	0.696297	0.702931	0.68549	0.68971
1834	current_calc	0.0118933	0.716231	0.703243	0.702903	0.700671
1835	current_calc	0.00990948	0.70515	0.702828	0.696774	0.69049
1836	current_calc	0.0138906	0.688863	0.704007	0.693239	0.682881
1837	current_calc	0.0138815	0.700015	0.698926	0.679934	0.70176
1838	current_calc	0.0118847	0.700162	0.700203	0.701508	0.710702
1839	current_calc	0.0118917	0.693054	0.695043	0.683752	0.701065
1840	current_calc	0.0138926	0.689455	0.701264	0.705352	0.712271
1841	current_calc	0.0119048	0.694853	0.698056	0.70297	0.690619
1842	current_calc	0.00990829	0.707289	0.693709	0.69164	0.685075
1843	current_calc	0.00990809	0.696089	0.701886	0.713227	0.691293
1844	current_calc	0.00990988	0.68414	0.707468	0.715117	0.70273
1845	current_calc	0.0138755	0.713208	0.711163	0.697779	0.688937
1846	current_calc	0.0099077	0.689692	0.693942	0.685229	0.690359
1847	current_calc	0.00990928	0.699178	0.706468	0.710363	0.714504
1848	current_calc	0.011906	0.688631	0.682961	0.707599	0.707891
1849	current_calc	0.0138866	0.701444	0.681961	0.713119	0.705395
1850	current_calc	0.0118855	0.687343	0.701808	0.685172	0.693222
1851	current_calc	0.0119054	0.694742	0.689226	0.701772	0.703666
1852	current_calc	0.011905	0.697362	0.698654	0.690321	0.691347
1853	current_calc	0.0118998	0.675921	0.697045	0.6989	0.704152
1854	current_calc	0.013865	0.691251	0.694587	0.726298	0.705863
1855	current_calc	0.0138791	0.691348	0.6912	0.70795	0.70138
1856	current_calc	0.0118867	0.696199	0.703811	0.687041	0.689619
1857	current_calc	0.00990729	0.703675	0.705918	0.698906	0.692079
1858	current_calc	0.0118845	0.690025	0.697119	0.713991	0.700582
1859	current_calc	0.00990988	0.686644	0.705748	0.691467	0.703881
1860	current_calc	0.0119092	0.713208	0.694888	0.697147	0.701183
1861	current_calc	0.0118841	0.696021	0.707146	0.681059	0.683453
1862	current_calc	0.0118812	0.697092	0.689475	0.689882	0.683442
1863	current_calc	0.0118992	0.698182	0.703696	0.719414	0.695961
1864	current_calc	0.0118776	0.704452	0.696587	0.687248	0.695545
1865	current_calc	0.00990848	0.699376	0.707863	0.700143	0.704571
1866	current_calc	0.0118996	0.691945	0.700418	0.707014	0.713246
1867	current_calc	0.00990948	0.703575	0.697815	0.686674	0.689391
1868	current_calc	0.0118772	0.705423	0.702316	0.695655	0.704237
1869	current_calc	0.0118891	0.703412	0.695699	0.680268	0.690638
1870	current_calc	0.00990889	0.693628	0.699333	0.695093	0.70288
1871	current_calc	0.013859	0.704815	0.700814	0.69077	0.697334
1872	current_calc	0.00990888	0.71052	0.698734	0.691945	0.689438
1873	current_calc	0.0118881	0.705138	0.711496	0.704908	0.713132
1874	current_calc	0.0119072	0.695539	0.684729	0.683747	0.68688
1875	current_calc	0.0138658	0.700157	0.695279	0.705281	0.702361
1876	current_calc	0.0138785	0.69165	0.704142	0.717012	0.715722
1877	current_calc	0.00990947	0.712921	0.69507	0.685409	0.692068
1878	current_calc	0.0118909	0.70233	0.68866	0.699182	0.689598
1879	current_calc	0.0119092	0.691223	0.69771	0.700299	0.703546
1880	current_calc	0.00990887	0.692541	0.712911	0.708965	0.707307
1881	current_calc	0.00990888	0.707725	0.710485	0.713169	0.712889
1882	current_calc	0.0118782	0.685145	0.687221	0.688394	0.695486
1883	current_calc	0.00990909	0.708069	0.702466	0.692682	0.694528
1884	current_calc	0.0138691	0.704918	0.690967	0.692559	0.697855
1885	current_calc	0.00990928	0.694857	0.71331	0.715324	0.712694
1886	current_calc	0.00990968	0.691258	0.705071	0.687004	0.705111
1887	current_calc	0.0138608	0.696705	0.706374	0.69083	0.670624
1888	current_calc	0.00990908	0.696694	0.710317	0.694677	0.706998
1889	current_calc	0.00990968	0.703275	0.690075	0.682971	0.696589
1890	current_calc	0.0118861	0.698147	0.702512	0.695737	0.698672
1891	current_calc	0.0118974	0.701695	0.701925	0.697099	0.690072
1892	current_calc	0.011905	0.695139	0.697306	0.687849	0.68604
1893	current_calc	0.00990868	0.693315	0.695906	0.68186	0.690442
1894	current_calc	0.0118962	0.716372	0.691616	0.700602	0.705078
1895	current_calc	0.0118847	0.700686	0.709238	0.694384	0.701214
1896	current_calc	0.0138937	0.692565	0.697804	0.713908	0.710095
1897	current_calc	0.0119062	0.689555	0.686223	0.701501	0.705592
1898	current_calc	0.0119094	0.690253	0.696543	0.686762	0.688207
1899	current_calc	0.0138757	0.703469	0.702132	0.690064	0.68454
1900	current_calc	0.00990889	0.699137	0.689139	0.708726	0.702107
1901	current_calc	0.0118845	0.705665	0.694009	0.714937	0.705911
1902	current_calc	0.00991087	0.708589	0.709064	0.676331	0.686003
1903	current_calc	0.00990788	0.693669	0.687092	0.712946	0.708026
1904	current_calc	0.0118932	0.698659	0.692571	0.712665	0.708511
1905	current_calc	0.0118853	0.689047	0.703085	0.708692	0.712607
1906	current_calc	0.00990908	0.682366	0.705662	0.699516	0.70681
1907	current_calc	0.0118968	0.697732	0.712261	0.720337	0.709961
1908	current_calc	0.0118907	0.691656	0.713952	0.677907	0.691109
1909	current_calc	0.0118972	0.704482	0.704602	0.713826	0.704635
1910	current_calc	0.0118925	0.71448	0.703317	0.692155	0.695237
1911	current_calc	0.00990888	0.700258	0.704081	0.718487	0.710643
1912	current_calc	0.0119066	0.706009	0.707611	0.704395	0.69816
1913	current_calc	0.0138763	0.702759	0.708916	0.698342	0.705988
1914	current_calc	0.0119046	0.691958	0.704515	0.717913	0.703929
1915	current_calc	0.0138786	0.710957	0.708921	0.671636	0.698067
1916	current_calc	0.0138763	0.696049	0.691153	0.692855	0.701153
1917	current_calc	0.0118978	0.707224	0.695933	0.710688	0.716029
1918	current_calc	0.0118784	0.694175	0.691703	0.717307	0.700023
1919	current_calc	0.0118798	0.6888	0.694471	0.70011	0.68725
1920	current_calc	0.0119048	0.701744	0.69868	0.702314	0.71157
1921	current_calc	0.011908	0.695764	0.692079	0.699979	0.695424
1922	current_calc	0.00990968	0.688097	0.697014	0.70205	0.681192
1923	current_calc	0.011898	0.689424	0.702274	0.70326	0.692365
1924	current_calc	0.01386	0.695302	0.698536	0.704647	0.692915
1925	current_calc	0.00990828	0.684851	0.708416	0.688482	0.687592
1926	current_calc	0.00991047	0.70334	0.69716	0.703527	0.702186
1927	current_calc	0.0138592	0.701494	0.702247	0.699576	0.687955
1928	current_calc	0.0138596	0.702139	0.697216	0.708631	0.684896
1929	current_calc	0.011877	0.706102	0.685887	0.691659	0.688582
1930	current_calc	0.00990888	0.694084	0.697834	0.717674	0.708343
1931	current_calc	0.0138687	0.705675	0.689949	0.69685	0.697353
1932	current_calc	0.0118851	0.688919	0.695486	0.688376	0.680094
1933	current_calc	0.0118935	0.689731	0.701345	0.707182	0.709801
1934	current_calc	0.00990828	0.678982	0.70213	0.693609	0.696788
1935	current_calc	0.0138737	0.701272	0.696258	0.709576	0.691494
1936	current_calc	0.0118978	0.693171	0.68622	0.700255	0.693337
1937	current_calc	0.0118994	0.678908	0.695538	0.695544	0.713812
1938	current_calc	0.0118839	0.701801	0.694717	0.69284	0.682298
1939	current_calc	0.013868	0.695271	0.712114	0.694391	0.691281
1940	current_calc	0.00990947	0.693129	0.693267	0.68603	0.692651
1941	current_calc	0.0138753	0.688123	0.711989	0.691444	0.695535
1942	current_calc	0.0118944	0.689371	0.700093	0.710118	0.712891
1943	current_calc	0.00990987	0.688376	0.691694	0.711055	0.710391
1944	current_calc	0.0138759	0.684268	0.695543	0.683126	0.698594
1945	current_calc	0.0118909	0.690843	0.693919	0.695416	0.704225
1946	current_calc	0.0118903	0.703516	0.694564	0.717167	0.708602
1947	current_calc	0.0119062	0.707755	0.717161	0.713897	0.706855
1948	current_calc	0.0138757	0.700353	0.70004	0.703489	0.719358
1949	current_calc	0.00990809	0.691104	0.696138	0.704633	0.708579
1950	current_calc	0.00991047	0.704495	0.699809	0.69769	0.693879
1951	current_calc	0.00990948	0.698947	0.69407	0.694151	0.695512
1952	current_calc	0.0119054	0.697366	0.70124	0.706714	0.713926
1953	current_calc	0.00990868	0.693716	0.701612	0.721908	0.71011
1954	current_calc	0.0118847	0.708134	0.704425	0.699595	0.696239
1955	current_calc	0.00990967	0.685342	0.706353	0.684262	0.695852
1956	current_calc	0.0138728	0.703299	0.703132	0.716931	0.707656
1957	current_calc	0.0119048	0.689882	0.690147	0.708073	0.706416
