#step: creations deletions netto
183800: 84 84 0
183900: 102 80 22
184000: 89 85 4
184100: 86 86 0
184200: 88 73 15
184300: 100 99 1
184400: 84 71 13
184500: 100 89 11
184600: 71 71 0
184700: 93 80 13
184800: 89 86 3
184900: 78 85 -7
185000: 88 81 7
185100: 108 91 17
185200: 75 94 -19
185300: 85 97 -12
185400: 85 75 10
185500: 88 84 4
185600: 75 93 -18
185700: 72 84 -12
185800: 99 110 -11
185900: 101 89 12
186000: 74 85 -11
186100: 70 69 1
186200: 72 69 3
186300: 79 98 -19
186400: 76 93 -17
186500: 86 88 -2
186600: 90 75 15
186700: 83 73 10
186800: 78 96 -18
186900: 88 90 -2
187000: 87 98 -11
187100: 91 90 1
187200: 73 77 -4
187300: 89 82 7
187400: 82 91 -9
187500: 86 77 9
187600: 104 105 -1
187700: 83 84 -1
187800: 76 79 -3
187900: 106 90 16
188000: 75 77 -2
188100: 94 75 19
188200: 88 85 3
188300: 90 84 6
188400: 92 92 0
188500: 83 77 6
188600: 91 87 4
188700: 87 79 8
188800: 93 78 15
188900: 92 95 -3
189000: 94 87 7
189100: 67 70 -3
189200: 87 93 -6
189300: 88 93 -5
189400: 80 70 10
189500: 68 64 4
189600: 88 91 -3
189700: 70 71 -1
189800: 81 84 -3
189900: 98 95 3
190000: 92 67 25
190100: 78 85 -7
190200: 86 76 10
190300: 99 99 0
190400: 98 96 2
190500: 84 79 5
190600: 80 87 -7
190700: 89 77 12
190800: 101 90 11
190900: 90 80 10
191000: 81 88 -7
191100: 70 69 1
191200: 82 70 12
191300: 74 85 -11
191400: 64 71 -7
191500: 80 85 -5
191600: 88 82 6
191700: 83 63 20
191800: 64 76 -12
191900: 84 93 -9
192000: 90 86 4
192100: 87 83 4
192200: 83 84 -1
192300: 85 93 -8
192400: 68 74 -6
192500: 75 89 -14
192600: 101 85 16
192700: 77 82 -5
192800: 64 63 1
192900: 87 89 -2
193000: 93 81 12
193100: 80 70 10
193200: 75 72 3
193300: 84 73 11
193400: 83 102 -19
193500: 80 80 0
193600: 77 73 4
193700: 95 80 15
193800: 85 82 3
193900: 80 80 0
194000: 66 82 -16
194100: 70 78 -8
194200: 75 79 -4
194300: 83 90 -7
194400: 97 109 -12
194500: 77 62 15
194600: 98 93 5
194700: 92 85 7
194800: 80 91 -11
194900: 103 88 15
195000: 88 77 11
195100: 94 99 -5
195200: 103 94 9
195300: 72 86 -14
195400: 81 81 0
195500: 86 82 4
195600: 87 84 3
195700: 92 85 7
195800: 70 96 -26
195900: 71 74 -3
196000: 87 79 8
196100: 82 80 2
196200: 87 93 -6
196300: 81 82 -1
196400: 97 82 15
196500: 92 79 13
196600: 77 74 3
196700: 77 85 -8
196800: 81 78 3
196900: 82 75 7
197000: 88 85 3
197100: 86 79 7
197200: 85 70 15
197300: 79 73 6
197400: 93 78 15
197500: 87 74 13
197600: 76 85 -9
197700: 96 74 22
197800: 85 82 3
197900: 75 84 -9
198000: 92 91 1
198100: 81 82 -1
198200: 95 86 9
198300: 91 84 7
198400: 88 76 12
198500: 103 85 18
198600: 89 65 24
198700: 83 77 6
198800: 94 76 18
198900: 76 74 2
199000: 92 73 19
199100: 96 93 3
199200: 89 59 30
199300: 88 71 17
199400: 72 74 -2
199500: 91 60 31
199600: 92 62 30
199700: 90 60 30
199800: 97 81 16
199900: 84 70 14
200000: 87 83 4
200100: 108 80 28
200200: 105 72 33
200300: 103 65 38
200400: 92 53 39
200500: 91 69 22
200600: 93 73 20
200700: 92 87 5
200800: 75 59 16
200900: 97 86 11
201000: 96 74 22
201100: 95 70 25
201200: 110 70 40
201300: 94 76 18
201400: 107 68 39
201500: 108 57 51
201600: 93 64 29
201700: 85 78 7
201800: 84 75 9
201900: 94 74 20
202000: 94 79 15
202100: 81 74 7
202200: 89 75 14
202300: 101 67 34
202400: 116 82 34
202500: 94 80 14
202600: 83 78 5
202700: 111 77 34
202800: 96 82 14
202900: 73 71 2
203000: 94 68 26
203100: 112 72 40
203200: 98 71 27
203300: 85 71 14
203400: 95 80 15
203500: 116 77 39
203600: 102 64 38
203700: 84 64 20
203800: 95 79 16
203900: 107 73 34
204000: 90 80 10
204100: 86 68 18
204200: 86 71 15
204300: 97 92 5
204400: 92 65 27
204500: 100 82 18
204600: 73 58 15
204700: 94 65 29
204800: 90 75 15
204900: 95 87 8
205000: 91 72 19
205100: 83 70 13
205200: 122 84 38
205300: 95 59 36
205400: 98 64 34
205500: 87 73 14
205600: 96 66 30
205700: 104 86 18
205800: 91 67 24
205900: 90 70 20
206000: 109 71 38
206100: 88 71 17
206200: 105 66 39
206300: 105 56 49
206400: 107 67 40
206500: 92 57 35
206600: 75 58 17
206700: 94 68 26
206800: 107 48 59
206900: 94 66 28
207000: 103 82 21
207100: 98 64 34
207200: 104 60 44
207300: 101 59 42
207400: 93 51 42
207500: 108 52 56
207600: 92 64 28
207700: 100 61 39
207800: 79 52 27
207900: 96 66 30
208000: 105 70 35
208100: 91 63 28
208200: 107 73 34
208300: 100 58 42
208400: 87 60 27
208500: 102 60 42
208600: 94 57 37
208700: 109 70 39
208800: 100 57 43
208900: 94 65 29
209000: 98 65 33
209100: 100 70 30
209200: 98 69 29
209300: 109 77 32
209400: 92 66 26
209500: 79 55 24
209600: 94 60 34
209700: 93 66 27
209800: 97 58 39
209900: 89 59 30
210000: 105 66 39
210100: 81 60 21
210200: 108 74 34
210300: 95 47 48
210400: 91 62 29
210500: 92 87 5
210600: 77 60 17
210700: 73 61 12
210800: 84 70 14
210900: 94 73 21
211000: 88 72 16
211100: 97 70 27
211200: 106 62 44
211300: 97 81 16
211400: 85 71 14
211500: 100 71 29
211600: 95 59 36
211700: 91 64 27
211800: 91 63 28
211900: 80 66 14
212000: 88 72 16
212100: 94 79 15
212200: 98 73 25
212300: 99 72 27
212400: 84 68 16
212500: 97 73 24
212600: 107 101 6
212700: 79 68 11
212800: 89 76 13
212900: 97 78 19
213000: 84 83 1
213100: 77 70 7
213200: 104 81 23
213300: 106 91 15
213400: 81 71 10
213500: 79 75 4
213600: 94 81 13
213700: 78 71 7
213800: 71 62 9
213900: 77 65 12
214000: 90 70 20
214100: 77 80 -3
214200: 95 75 20
214300: 90 84 6
214400: 72 86 -14
214500: 85 95 -10
214600: 83 50 33
214700: 104 90 14
214800: 85 73 12
214900: 88 77 11
215000: 72 88 -16
215100: 103 86 17
215200: 75 60 15
215300: 87 90 -3
215400: 69 90 -21
215500: 72 81 -9
215600: 84 73 11
215700: 97 91 6
215800: 103 91 12
215900: 89 83 6
216000: 82 81 1
216100: 82 82 0
216200: 86 55 31
216300: 78 79 -1
216400: 83 63 20
216500: 87 90 -3
216600: 83 79 4
216700: 98 75 23
216800: 93 90 3
216900: 89 79 10
217000: 93 84 9
217100: 88 77 11
217200: 87 85 2
217300: 82 68 14
217400: 81 79 2
217500: 88 88 0
217600: 88 90 -2
217700: 88 92 -4
217800: 81 80 1
217900: 85 78 7
218000: 106 86 20
218100: 84 86 -2
218200: 75 63 12
218300: 97 85 12
218400: 85 91 -6
218500: 97 86 11
218600: 96 68 28
218700: 77 73 4
218800: 99 91 8
218900: 102 66 36
219000: 83 84 -1
219100: 88 82 6
219200: 71 64 7
219300: 77 67 10
219400: 78 74 4
219500: 87 74 13
219600: 83 75 8
219700: 92 93 -1
219800: 80 73 7
219900: 82 81 1
220000: 84 75 9
220100: 92 65 27
220200: 104 87 17
220300: 79 93 -14
220400: 74 78 -4
220500: 86 72 14
220600: 101 93 8
220700: 86 88 -2
220800: 77 71 6
220900: 91 70 21
221000: 100 90 10
221100: 79 81 -2
221200: 88 88 0
221300: 93 68 25
221400: 77 78 -1
221500: 87 75 12
221600: 88 82 6
221700: 78 87 -9
221800: 86 81 5
221900: 94 98 -4
222000: 83 82 1
222100: 72 77 -5
222200: 83 88 -5
222300: 94 96 -2
222400: 88 76 12
222500: 104 80 24
222600: 86 73 13
222700: 84 65 19
222800: 83 86 -3
222900: 83 78 5
223000: 88 78 10
223100: 78 87 -9
223200: 105 107 -2
223300: 119 93 26
223400: 79 83 -4
223500: 76 76 0
223600: 105 101 4
223700: 94 88 6
223800: 80 78 2
223900: 91 73 18
224000: 86 101 -15
224100: 87 82 5
224200: 100 87 13
224300: 92 106 -14
224400: 88 85 3
224500: 95 89 6
224600: 86 93 -7
224700: 80 83 -3
224800: 88 109 -21
224900: 98 98 0
225000: 92 96 -4
225100: 83 98 -15
225200: 100 97 3
225300: 106 97 9
225400: 88 106 -18
225500: 90 94 -4
225600: 99 102 -3
225700: 97 104 -7
225800: 82 99 -17
225900: 96 99 -3
226000: 92 97 -5
226100: 89 102 -13
226200: 96 92 4
226300: 80 100 -20
226400: 102 103 -1
226500: 113 101 12
226600: 90 105 -15
226700: 93 93 0
226800: 80 98 -18
226900: 89 100 -11
227000: 77 85 -8
227100: 75 97 -22
227200: 90 99 -9
227300: 108 108 0
227400: 98 113 -15
227500: 88 93 -5
227600: 89 108 -19
227700: 90 89 1
227800: 91 97 -6
227900: 97 111 -14
228000: 89 100 -11
228100: 90 97 -7
228200: 93 89 4
228300: 89 102 -13
228400: 91 87 4
228500: 71 99 -28
228600: 92 93 -1
228700: 92 84 8
228800: 97 101 -4
228900: 110 105 5
229000: 93 93 0
229100: 99 85 14
229200: 98 107 -9
229300: 101 90 11
229400: 84 91 -7
229500: 98 100 -2
229600: 74 88 -14
229700: 98 85 13
229800: 90 92 -2
229900: 104 108 -4
230000: 91 95 -4
230100: 91 97 -6
230200: 78 86 -8
230300: 104 93 11
230400: 79 95 -16
230500: 90 87 3
230600: 91 93 -2
230700: 103 85 18
230800: 111 103 8
230900: 99 86 13
231000: 92 109 -17
231100: 94 89 5
231200: 101 106 -5
231300: 87 102 -15
231400: 106 112 -6
231500: 100 106 -6
231600: 71 89 -18
231700: 91 90 1
231800: 97 108 -11
231900: 92 85 7
232000: 106 127 -21
232100: 83 90 -7
232200: 105 109 -4
232300: 110 109 1
232400: 92 95 -3
232500: 85 81 4
232600: 102 97 5
232700: 109 111 -2
232800: 97 97 0
232900: 105 95 10
233000: 102 101 1
233100: 94 104 -10
233200: 97 95 2
233300: 95 108 -13
233400: 103 105 -2
233500: 96 81 15
233600: 105 100 5
233700: 85 89 -4
233800: 99 84 15
233900: 81 103 -22
234000: 99 114 -15
234100: 95 89 6
234200: 100 117 -17
234300: 109 109 0
234400: 99 88 11
234500: 83 115 -32
234600: 91 94 -3
234700: 89 104 -15
234800: 106 98 8
234900: 93 107 -14
235000: 88 89 -1
235100: 103 92 11
235200: 103 118 -15
235300: 97 90 7
235400: 96 87 9
235500: 101 96 5
235600: 92 99 -7
235700: 81 81 0
235800: 90 102 -12
235900: 118 92 26
236000: 107 90 17
236100: 110 97 13
236200: 103 99 4
236300: 92 88 4
236400: 99 102 -3
236500: 85 99 -14
236600: 91 83 8
236700: 84 105 -21
236800: 96 76 20
236900: 103 93 10
237000: 108 101 7
237100: 81 79 2
237200: 83 83 0
237300: 110 85 25
237400: 96 91 5
237500: 115 94 21
237600: 97 83 14
237700: 99 94 5
237800: 93 81 12
237900: 79 80 -1
238000: 91 74 17
238100: 118 89 29
238200: 102 78 24
238300: 92 92 0
238400: 105 92 13
238500: 98 79 19
238600: 114 83 31
238700: 106 62 44
238800: 107 86 21
238900: 113 89 24
239000: 94 72 22
239100: 80 78 2
239200: 112 80 32
239300: 116 80 36
239400: 110 89 21
239500: 108 85 23
239600: 117 77 40
239700: 103 86 17
239800: 100 94 6
239900: 93 86 7
240000: 129 82 47
240100: 97 80 17
240200: 99 67 32
240300: 121 77 44
240400: 95 95 0
240500: 124 86 38
240600: 100 92 8
240700: 99 79 20
240800: 106 92 14
240900: 96 79 17
241000: 93 84 9
241100: 99 75 24
241200: 101 87 14
241300: 89 94 -5
241400: 117 103 14
241500: 95 83 12
241600: 117 92 25
241700: 111 78 33
241800: 101 91 10
241900: 102 94 8
242000: 114 96 18
242100: 102 80 22
242200: 100 82 18
242300: 114 93 21
242400: 111 86 25
242500: 107 74 33
242600: 96 78 18
242700: 134 90 44
242800: 102 82 20
242900: 110 81 29
243000: 112 84 28
243100: 105 83 22
243200: 115 99 16
243300: 109 72 37
243400: 99 90 9
243500: 90 75 15
243600: 123 101 22
243700: 99 81 18
243800: 110 79 31
243900: 104 74 30
244000: 102 93 9
244100: 105 95 10
244200: 98 88 10
244300: 109 80 29
244400: 99 82 17
244500: 103 99 4
244600: 100 83 17
244700: 103 82 21
244800: 91 81 10
244900: 94 77 17
245000: 103 88 15
245100: 96 88 8
245200: 99 78 21
245300: 127 72 55
245400: 107 88 19
245500: 108 93 15
245600: 91 89 2
245700: 134 91 43
245800: 103 84 19
245900: 108 87 21
246000: 121 92 29
246100: 104 94 10
246200: 107 90 17
246300: 115 73 42
246400: 110 91 19
246500: 111 78 33
246600: 93 82 11
246700: 104 93 11
246800: 116 76 40
246900: 106 69 37
247000: 102 102 0
247100: 113 87 26
247200: 95 101 -6
247300: 117 95 22
247400: 107 88 19
247500: 107 84 23
247600: 101 103 -2
247700: 115 86 29
247800: 101 86 15
247900: 108 93 15
248000: 96 102 -6
248100: 98 84 14
248200: 105 81 24
248300: 105 96 9
248400: 109 99 10
248500: 91 102 -11
248600: 91 93 -2
248700: 123 86 37
248800: 96 86 10
248900: 113 92 21
249000: 108 78 30
249100: 105 108 -3
249200: 93 93 0
249300: 96 97 -1
249400: 87 89 -2
249500: 94 103 -9
249600: 100 101 -1
249700: 114 129 -15
249800: 89 88 1
249900: 101 105 -4
250000: 96 105 -9
250100: 107 113 -6
250200: 136 114 22
250300: 112 105 7
250400: 104 101 3
250500: 112 113 -1
250600: 109 104 5
250700: 100 95 5
250800: 80 97 -17
250900: 109 104 5
251000: 79 104 -25
251100: 96 91 5
251200: 108 118 -10
251300: 116 101 15
251400: 94 97 -3
251500: 131 129 2
251600: 93 104 -11
251700: 114 124 -10
251800: 109 127 -18
251900: 100 110 -10
252000: 90 94 -4
252100: 85 100 -15
252200: 109 119 -10
252300: 111 117 -6
252400: 110 111 -1
252500: 99 96 3
252600: 103 112 -9
252700: 114 130 -16
252800: 115 125 -10
252900: 104 131 -27
253000: 101 115 -14
253100: 125 134 -9
253200: 111 121 -10
253300: 106 115 -9
253400: 93 95 -2
253500: 107 109 -2
253600: 102 101 1
253700: 108 139 -31
253800: 97 119 -22
253900: 106 117 -11
254000: 105 113 -8
254100: 116 126 -10
254200: 113 124 -11
254300: 101 128 -27
254400: 100 120 -20
254500: 119 118 1
254600: 111 139 -28
254700: 118 137 -19
254800: 128 126 2
254900: 90 123 -33
255000: 109 135 -26
255100: 103 131 -28
255200: 119 120 -1
255300: 118 128 -10
255400: 114 127 -13
255500: 107 136 -29
255600: 93 127 -34
255700: 105 121 -16
255800: 95 125 -30
255900: 96 132 -36
256000: 100 115 -15
256100: 128 154 -26
256200: 100 125 -25
256300: 128 129 -1
256400: 130 137 -7
256500: 98 109 -11
256600: 100 119 -19
256700: 129 128 1
256800: 100 117 -17
256900: 117 116 1
257000: 122 118 4
257100: 103 133 -30
257200: 101 133 -32
257300: 128 143 -15
257400: 104 123 -19
257500: 110 129 -19
257600: 109 118 -9
257700: 111 130 -19
257800: 121 140 -19
257900: 109 146 -37
258000: 134 148 -14
258100: 120 134 -14
258200: 127 128 -1
258300: 123 136 -13
258400: 113 136 -23
258500: 112 120 -8
258600: 93 112 -19
258700: 116 123 -7
258800: 108 119 -11
258900: 118 134 -16
259000: 100 122 -22
259100: 127 123 4
259200: 116 128 -12
259300: 109 139 -30
259400: 130 147 -17
259500: 115 128 -13
259600: 102 106 -4
259700: 105 124 -19
259800: 112 128 -16
259900: 103 127 -24
260000: 104 94 10
260100: 119 118 1
260200: 112 110 2
260300: 126 118 8
260400: 114 140 -26
260500: 111 118 -7
260600: 103 117 -14
260700: 128 118 10
260800: 120 125 -5
260900: 113 116 -3
261000: 104 125 -21
261100: 96 113 -17
261200: 132 129 3
261300: 114 122 -8
261400: 127 148 -21
261500: 102 125 -23
261600: 113 125 -12
261700: 125 126 -1
261800: 114 153 -39
261900: 117 114 3
262000: 126 110 16
262100: 113 114 -1
262200: 133 125 8
262300: 98 103 -5
262400: 117 112 5
262500: 120 108 12
262600: 110 108 2
262700: 98 90 8
262800: 119 129 -10
262900: 106 105 1
263000: 105 125 -20
263100: 120 112 8
263200: 104 109 -5
263300: 106 107 -1
263400: 116 121 -5
263500: 125 107 18
263600: 128 123 5
263700: 129 117 12
263800: 121 102 19
263900: 125 123 2
264000: 124 115 9
264100: 118 125 -7
264200: 97 109 -12
264300: 110 99 11
264400: 134 123 11
264500: 127 126 1
264600: 118 136 -18
264700: 80 105 -25
264800: 94 106 -12
264900: 108 107 1
265000: 100 122 -22
265100: 111 99 12
265200: 112 128 -16
265300: 102 95 7
265400: 118 127 -9
265500: 102 101 1
265600: 120 105 15
265700: 132 133 -1
265800: 107 92 15
265900: 114 116 -2
266000: 117 108 9
266100: 124 122 2
266200: 124 113 11
266300: 113 117 -4
266400: 120 120 0
266500: 109 97 12
266600: 122 123 -1
266700: 106 117 -11
266800: 124 106 18
266900: 98 114 -16
267000: 105 133 -28
267100: 112 121 -9
267200: 113 113 0
267300: 108 97 11
267400: 115 108 7
267500: 138 132 6
267600: 106 107 -1
267700: 98 118 -20
267800: 102 111 -9
267900: 116 118 -2
268000: 123 130 -7
268100: 91 101 -10
268200: 113 97 16
268300: 111 113 -2
268400: 118 112 6
268500: 112 107 5
268600: 108 100 8
268700: 103 109 -6
268800: 105 107 -2
268900: 112 111 1
269000: 102 117 -15
269100: 112 124 -12
269200: 112 106 6
269300: 110 123 -13
269400: 114 105 9
269500: 120 124 -4
269600: 103 107 -4
269700: 112 104 8
269800: 106 101 5
269900: 120 121 -1
270000: 110 104 6
270100: 107 112 -5
270200: 102 110 -8
270300: 98 101 -3
270400: 115 134 -19
270500: 104 95 9
270600: 115 112 3
270700: 123 106 17
270800: 95 104 -9
270900: 103 108 -5
271000: 115 122 -7
271100: 107 110 -3
271200: 104 126 -22
271300: 106 107 -1
271400: 102 126 -24
271500: 85 99 -14
271600: 109 121 -12
271700: 117 116 1
271800: 107 112 -5
271900: 97 96 1
272000: 120 110 10
272100: 108 108 0
272200: 97 112 -15
272300: 115 111 4
272400: 94 98 -4
272500: 115 114 1
272600: 113 113 0
272700: 118 120 -2
272800: 118 104 14
272900: 114 110 4
273000: 120 116 4
273100: 135 133 2
273200: 109 111 -2
273300: 109 103 6
273400: 101 117 -16
273500: 125 110 15
273600: 121 107 14
273700: 118 124 -6
273800: 111 130 -19
273900: 122 96 26
274000: 127 124 3
274100: 126 116 10
274200: 115 121 -6
274300: 102 124 -22
274400: 116 124 -8
274500: 106 113 -7
274600: 112 110 2
274700: 115 120 -5
274800: 102 123 -21
274900: 112 129 -17
275000: 110 106 4
275100: 131 118 13
275200: 111 106 5
275300: 119 114 5
275400: 100 109 -9
275500: 119 124 -5
275600: 135 117 18
275700: 112 97 15
275800: 103 107 -4
275900: 125 128 -3
276000: 102 105 -3
276100: 125 126 -1
276200: 110 113 -3
276300: 114 120 -6
276400: 121 123 -2
276500: 103 121 -18
276600: 115 101 14
276700: 114 114 0
276800: 109 126 -17
276900: 140 135 5
277000: 114 125 -11
277100: 105 110 -5
277200: 98 114 -16
277300: 102 138 -36
277400: 118 99 19
277500: 124 107 17
277600: 116 119 -3
277700: 101 132 -31
277800: 127 127 0
277900: 125 124 1
278000: 117 122 -5
278100: 99 116 -17
278200: 115 118 -3
278300: 121 116 5
278400: 113 128 -15
278500: 111 102 9
278600: 128 106 22
278700: 123 118 5
278800: 114 118 -4
278900: 129 119 10
279000: 110 102 8
279100: 128 108 20
279200: 140 119 21
279300: 129 112 17
279400: 132 124 8
279500: 122 105 17
279600: 119 99 20
279700: 106 106 0
279800: 115 107 8
279900: 107 93 14
280000: 130 109 21
280100: 135 113 22
280200: 141 117 24
280300: 114 95 19
280400: 114 95 19
280500: 136 104 32
280600: 125 108 17
280700: 115 95 20
280800: 125 95 30
280900: 117 99 18
281000: 138 107 31
281100: 135 99 36
281200: 126 115 11
281300: 134 101 33
281400: 131 104 27
281500: 115 95 20
281600: 135 106 29
281700: 149 110 39
281800: 131 99 32
281900: 107 77 30
282000: 134 106 28
282100: 139 92 47
282200: 133 106 27
282300: 130 86 44
282400: 140 113 27
282500: 122 99 23
282600: 123 103 20
282700: 134 87 47
282800: 131 86 45
282900: 117 75 42
283000: 133 89 44
283100: 121 67 54
283200: 161 87 74
283300: 113 95 18
283400: 142 94 48
283500: 153 85 68
283600: 152 101 51
283700: 152 84 68
283800: 140 94 46
283900: 130 93 37
284000: 119 98 21
284100: 135 88 47
284200: 128 92 36
284300: 119 114 5
284400: 127 100 27
284500: 136 100 36
284600: 131 102 29
284700: 124 110 14
284800: 134 100 34
284900: 121 85 36
285000: 130 99 31
285100: 140 126 14
285200: 131 87 44
285300: 121 105 16
285400: 110 104 6
285500: 117 97 20
285600: 115 97 18
285700: 115 109 6
285800: 117 93 24
285900: 113 95 18
286000: 142 111 31
286100: 133 89 44
286200: 137 117 20
286300: 116 125 -9
286400: 126 93 33
286500: 128 113 15
286600: 123 102 21
286700: 121 130 -9
286800: 143 126 17
286900: 127 100 27
287000: 135 94 41
287100: 124 115 9
287200: 127 101 26
287300: 154 131 23
287400: 143 114 29
287500: 116 100 16
287600: 149 120 29
287700: 140 110 30
287800: 105 108 -3
287900: 127 93 34
288000: 132 104 28
288100: 106 93 13
288200: 132 146 -14
288300: 145 109 36
288400: 127 112 15
288500: 130 110 20
288600: 117 105 12
288700: 122 126 -4
288800: 124 135 -11
288900: 119 100 19
289000: 115 118 -3
289100: 109 116 -7
289200: 130 119 11
289300: 114 128 -14
289400: 117 113 4
289500: 119 119 0
289600: 129 104 25
289700: 118 115 3
289800: 138 116 22
289900: 154 109 45
290000: 110 117 -7
290100: 120 119 1
290200: 118 104 14
290300: 132 126 6
290400: 138 114 24
290500: 122 137 -15
290600: 128 120 8
290700: 110 123 -13
290800: 110 118 -8
290900: 122 131 -9
291000: 137 126 11
291100: 137 123 14
291200: 118 102 16
291300: 110 84 26
291400: 128 122 6
291500: 121 134 -13
291600: 135 130 5
291700: 110 125 -15
291800: 125 118 7
291900: 132 127 5
292000: 116 132 -16
292100: 128 115 13
292200: 123 127 -4
292300: 128 138 -10
292400: 144 143 1
292500: 124 120 4
292600: 128 124 4
292700: 143 141 2
292800: 113 120 -7
292900: 123 135 -12
293000: 147 133 14
293100: 116 104 12
293200: 131 155 -24
293300: 131 134 -3
293400: 119 123 -4
293500: 112 132 -20
293600: 107 114 -7
293700: 113 148 -35
293800: 107 129 -22
293900: 112 127 -15
294000: 123 147 -24
294100: 119 119 0
294200: 124 122 2
294300: 113 147 -34
294400: 112 140 -28
294500: 141 138 3
294600: 128 131 -3
294700: 106 134 -28
294800: 133 135 -2
294900: 123 143 -20
295000: 115 133 -18
295100: 102 134 -32
295200: 113 139 -26
295300: 105 135 -30
295400: 112 122 -10
295500: 130 126 4
295600: 119 126 -7
295700: 136 159 -23
295800: 124 142 -18
295900: 110 152 -42
296000: 108 135 -27
296100: 112 147 -35
296200: 129 132 -3
296300: 121 109 12
296400: 122 140 -18
296500: 133 146 -13
296600: 130 122 8
296700: 119 155 -36
296800: 134 149 -15
296900: 119 119 0
297000: 114 134 -20
297100: 125 143 -18
297200: 149 129 20
297300: 131 138 -7
297400: 123 141 -18
297500: 132 157 -25
297600: 104 136 -32
297700: 136 158 -22
297800: 132 169 -37
297900: 124 146 -22
298000: 126 141 -15
298100: 131 141 -10
298200: 105 123 -18
298300: 132 153 -21
298400: 130 136 -6
298500: 134 157 -23
298600: 115 140 -25
298700: 136 137 -1
298800: 103 108 -5
298900: 123 152 -29
299000: 118 139 -21
299100: 135 127 8
299200: 128 168 -40
299300: 134 161 -27
299400: 108 123 -15
299500: 114 130 -16
299600: 117 128 -11
299700: 135 155 -20
299800: 120 134 -14
299900: 124 142 -18
300000: 119 139 -20
300100: 108 137 -29
300200: 127 156 -29
300300: 130 148 -18
300400: 109 122 -13
300500: 98 135 -37
300600: 128 147 -19
300700: 114 129 -15
300800: 124 135 -11
300900: 126 145 -19
301000: 130 124 6
301100: 121 115 6
301200: 153 141 12
301300: 133 128 5
301400: 119 143 -24
301500: 136 144 -8
301600: 121 150 -29
301700: 137 156 -19
301800: 126 148 -22
301900: 129 152 -23
302000: 132 144 -12
302100: 125 132 -7
302200: 114 138 -24
302300: 134 138 -4
302400: 129 131 -2
302500: 153 144 9
302600: 142 139 3
302700: 121 162 -41
302800: 125 126 -1
302900: 131 165 -34
303000: 133 147 -14
303100: 134 154 -20
303200: 141 127 14
303300: 126 143 -17
303400: 120 136 -16
303500: 126 145 -19
303600: 148 141 7
303700: 149 148 1
303800: 132 139 -7
303900: 122 135 -13
304000: 121 140 -19
304100: 134 136 -2
304200: 115 139 -24
304300: 117 124 -7
304400: 138 152 -14
304500: 139 146 -7
304600: 123 118 5
304700: 159 155 4
304800: 112 134 -22
304900: 111 130 -19
305000: 128 135 -7
305100: 132 127 5
305200: 123 139 -16
305300: 139 138 1
305400: 129 120 9
305500: 140 113 27
305600: 114 128 -14
305700: 138 133 5
305800: 137 133 4
305900: 133 133 0
306000: 119 127 -8
306100: 165 150 15
306200: 140 136 4
306300: 118 130 -12
306400: 125 120 5
306500: 127 132 -5
306600: 143 117 26
306700: 121 142 -21
306800: 138 135 3
306900: 157 121 36
307000: 131 107 24
307100: 166 132 34
307200: 134 113 21
307300: 141 114 27
307400: 136 123 13
307500: 120 122 -2
307600: 148 128 20
307700: 135 125 10
307800: 131 118 13
307900: 148 131 17
308000: 143 131 12
308100: 134 121 13
308200: 146 122 24
308300: 132 125 7
308400: 150 131 19
308500: 146 104 42
308600: 138 125 13
308700: 131 108 23
308800: 155 119 36
308900: 139 119 20
309000: 137 119 18
309100: 116 111 5
309200: 107 104 3
309300: 145 110 35
309400: 118 138 -20
309500: 153 115 38
309600: 131 116 15
309700: 123 122 1
309800: 115 103 12
309900: 159 143 16
310000: 140 111 29
310100: 121 116 5
310200: 143 115 28
310300: 138 112 26
310400: 133 105 28
310500: 136 117 19
310600: 150 130 20
310700: 142 128 14
310800: 135 116 19
310900: 145 126 19
311000: 142 106 36
311100: 115 106 9
311200: 139 118 21
311300: 149 108 41
311400: 127 106 21
311500: 137 127 10
311600: 141 116 25
311700: 137 116 21
311800: 136 110 26
311900: 145 119 26
312000: 136 122 14
312100: 147 108 39
312200: 133 142 -9
312300: 134 102 32
312400: 133 116 17
312500: 147 107 40
312600: 139 113 26
312700: 136 109 27
312800: 124 126 -2
312900: 133 113 20
313000: 128 126 2
313100: 136 122 14
313200: 134 118 16
313300: 111 132 -21
313400: 128 123 5
313500: 122 142 -20
313600: 138 117 21
313700: 125 117 8
313800: 111 115 -4
313900: 113 120 -7
314000: 130 127 3
314100: 118 122 -4
314200: 116 112 4
314300: 135 131 4
314400: 115 106 9
314500: 128 128 0
314600: 144 120 24
314700: 112 122 -10
314800: 125 110 15
314900: 108 110 -2
315000: 124 97 27
315100: 134 122 12
315200: 119 106 13
315300: 109 122 -13
315400: 107 136 -29
315500: 132 124 8
315600: 132 110 22
315700: 117 118 -1
315800: 131 106 25
315900: 117 108 9
316000: 101 111 -10
316100: 137 129 8
316200: 126 133 -7
316300: 105 117 -12
316400: 128 118 10
316500: 117 110 7
316600: 97 112 -15
316700: 122 114 8
316800: 109 121 -12
316900: 135 118 17
317000: 117 138 -21
317100: 124 115 9
317200: 92 118 -26
317300: 133 112 21
317400: 122 136 -14
317500: 135 125 10
317600: 117 135 -18
317700: 126 113 13
317800: 130 116 14
317900: 120 130 -10
318000: 128 113 15
318100: 135 133 2
318200: 121 123 -2
318300: 114 145 -31
318400: 109 112 -3
