#step: creations deletions netto
184400: 88 67 21
184500: 74 65 9
184600: 60 76 -16
184700: 79 49 30
184800: 77 78 -1
184900: 81 86 -5
185000: 86 73 13
185100: 78 73 5
185200: 68 67 1
185300: 89 74 15
185400: 87 62 25
185500: 59 73 -14
185600: 84 65 19
185700: 83 67 16
185800: 85 64 21
185900: 87 64 23
186000: 87 71 16
186100: 76 70 6
186200: 68 58 10
186300: 82 74 8
186400: 81 62 19
186500: 71 61 10
186600: 71 57 14
186700: 73 53 20
186800: 81 63 18
186900: 75 67 8
187000: 92 60 32
187100: 88 77 11
187200: 68 72 -4
187300: 72 57 15
187400: 85 55 30
187500: 69 62 7
187600: 93 59 34
187700: 66 59 7
187800: 80 73 7
187900: 84 50 34
188000: 56 61 -5
188100: 91 70 21
188200: 77 58 19
188300: 72 54 18
188400: 74 60 14
188500: 66 58 8
188600: 85 63 22
188700: 72 66 6
188800: 76 70 6
188900: 79 58 21
189000: 82 70 12
189100: 80 66 14
189200: 70 59 11
189300: 77 59 18
189400: 69 58 11
189500: 110 66 44
189600: 84 63 21
189700: 86 69 17
189800: 98 66 32
189900: 98 67 31
190000: 80 46 34
190100: 95 77 18
190200: 88 72 16
190300: 81 54 27
190400: 78 61 17
190500: 80 53 27
190600: 97 87 10
190700: 76 70 6
190800: 84 74 10
190900: 91 63 28
191000: 90 63 27
191100: 67 59 8
191200: 77 57 20
191300: 80 65 15
191400: 87 56 31
191500: 89 73 16
191600: 71 65 6
191700: 78 54 24
191800: 79 56 23
191900: 71 64 7
192000: 68 64 4
192100: 73 54 19
192200: 80 53 27
192300: 83 69 14
192400: 65 72 -7
192500: 89 58 31
192600: 74 68 6
192700: 90 66 24
192800: 91 55 36
192900: 73 67 6
193000: 75 58 17
193100: 68 57 11
193200: 78 60 18
193300: 93 65 28
193400: 82 81 1
193500: 81 64 17
193600: 76 65 11
193700: 76 61 15
193800: 83 75 8
193900: 74 63 11
194000: 77 71 6
194100: 69 61 8
194200: 63 53 10
194300: 91 71 20
194400: 82 65 17
194500: 82 52 30
194600: 81 62 19
194700: 75 77 -2
194800: 81 76 5
194900: 71 63 8
195000: 73 71 2
195100: 72 68 4
195200: 70 65 5
195300: 78 74 4
195400: 78 64 14
195500: 74 68 6
195600: 78 77 1
195700: 88 71 17
195800: 78 76 2
195900: 81 75 6
196000: 74 66 8
196100: 70 75 -5
196200: 97 80 17
196300: 70 66 4
196400: 70 66 4
196500: 73 73 0
196600: 72 67 5
196700: 73 85 -12
196800: 80 70 10
196900: 87 102 -15
197000: 70 59 11
197100: 72 77 -5
197200: 80 64 16
197300: 84 84 0
197400: 91 90 1
197500: 93 78 15
197600: 87 87 0
197700: 93 80 13
197800: 77 72 5
197900: 91 83 8
198000: 79 76 3
198100: 85 68 17
198200: 84 71 13
198300: 69 69 0
198400: 77 64 13
198500: 89 62 27
198600: 81 75 6
198700: 88 75 13
198800: 71 75 -4
198900: 86 80 6
199000: 62 69 -7
199100: 80 70 10
199200: 70 69 1
199300: 93 66 27
199400: 84 81 3
199500: 87 72 15
199600: 87 62 25
199700: 75 64 11
199800: 76 78 -2
199900: 85 52 33
200000: 72 61 11
200100: 76 75 1
200200: 77 68 9
200300: 78 66 12
200400: 72 68 4
200500: 86 82 4
200600: 84 65 19
200700: 92 69 23
200800: 75 62 13
200900: 69 70 -1
201000: 80 68 12
201100: 79 62 17
201200: 71 66 5
201300: 85 82 3
201400: 65 67 -2
201500: 86 67 19
201600: 79 74 5
201700: 64 68 -4
201800: 79 85 -6
201900: 79 60 19
202000: 82 78 4
202100: 74 73 1
202200: 72 73 -1
202300: 83 88 -5
202400: 89 67 22
202500: 80 82 -2
202600: 95 85 10
202700: 99 83 16
202800: 85 62 23
202900: 82 69 13
203000: 83 82 1
203100: 87 84 3
203200: 100 67 33
203300: 67 77 -10
203400: 84 69 15
203500: 73 65 8
203600: 90 72 18
203700: 94 76 18
203800: 82 72 10
203900: 82 79 3
204000: 77 70 7
204100: 84 60 24
204200: 71 54 17
204300: 76 53 23
204400: 82 72 10
204500: 72 54 18
204600: 78 58 20
204700: 58 62 -4
204800: 65 72 -7
204900: 79 72 7
205000: 83 75 8
205100: 65 72 -7
205200: 85 66 19
205300: 72 54 18
205400: 95 81 14
205500: 80 77 3
205600: 80 64 16
205700: 72 66 6
205800: 81 78 3
205900: 66 57 9
206000: 88 62 26
206100: 74 76 -2
206200: 86 78 8
206300: 68 59 9
206400: 61 59 2
206500: 95 73 22
206600: 77 63 14
206700: 66 73 -7
206800: 67 64 3
206900: 66 64 2
207000: 64 52 12
207100: 88 71 17
207200: 92 72 20
207300: 71 80 -9
207400: 63 73 -10
207500: 67 77 -10
207600: 75 76 -1
207700: 74 73 1
207800: 76 71 5
207900: 78 87 -9
208000: 77 76 1
208100: 73 84 -11
208200: 81 65 16
208300: 106 93 13
208400: 78 76 2
208500: 67 62 5
208600: 71 82 -11
208700: 97 76 21
208800: 85 81 4
208900: 84 86 -2
209000: 73 72 1
209100: 100 75 25
209200: 91 66 25
209300: 71 66 5
209400: 73 95 -22
209500: 70 67 3
209600: 73 68 5
209700: 72 75 -3
209800: 68 77 -9
209900: 76 71 5
210000: 75 74 1
210100: 86 82 4
210200: 83 81 2
210300: 67 71 -4
210400: 86 94 -8
210500: 95 91 4
210600: 85 75 10
210700: 87 74 13
210800: 66 54 12
210900: 74 59 15
211000: 86 98 -12
211100: 82 74 8
211200: 79 82 -3
211300: 75 82 -7
211400: 85 73 12
211500: 80 72 8
211600: 81 84 -3
211700: 89 81 8
211800: 79 78 1
211900: 81 95 -14
212000: 78 75 3
212100: 76 85 -9
212200: 100 79 21
212300: 95 89 6
212400: 89 82 7
212500: 94 79 15
212600: 83 86 -3
212700: 88 77 11
212800: 89 95 -6
212900: 80 83 -3
213000: 83 71 12
213100: 98 77 21
213200: 90 77 13
213300: 92 77 15
213400: 71 71 0
213500: 81 70 11
213600: 81 78 3
213700: 84 86 -2
213800: 72 84 -12
213900: 73 70 3
214000: 55 85 -30
214100: 76 76 0
214200: 68 81 -13
214300: 96 101 -5
214400: 91 89 2
214500: 69 81 -12
214600: 91 92 -1
214700: 74 79 -5
214800: 70 73 -3
214900: 82 87 -5
215000: 88 91 -3
215100: 77 75 2
215200: 86 88 -2
215300: 87 88 -1
215400: 101 87 14
215500: 86 95 -9
215600: 81 78 3
215700: 77 82 -5
215800: 89 78 11
215900: 72 84 -12
216000: 73 81 -8
216100: 76 82 -6
216200: 92 94 -2
216300: 79 90 -11
216400: 97 88 9
216500: 85 83 2
216600: 75 97 -22
216700: 78 76 2
216800: 83 101 -18
216900: 90 97 -7
217000: 74 85 -11
217100: 75 69 6
217200: 82 93 -11
217300: 96 75 21
217400: 72 92 -20
217500: 87 86 1
217600: 92 97 -5
217700: 68 66 2
217800: 87 86 1
217900: 80 88 -8
218000: 103 108 -5
218100: 75 82 -7
218200: 80 105 -25
218300: 81 92 -11
218400: 77 79 -2
218500: 95 92 3
218600: 88 81 7
218700: 95 80 15
218800: 95 97 -2
218900: 81 90 -9
219000: 97 66 31
219100: 83 83 0
219200: 85 71 14
219300: 101 92 9
219400: 101 82 19
219500: 74 77 -3
219600: 82 80 2
219700: 86 76 10
219800: 70 73 -3
219900: 82 83 -1
220000: 92 92 0
220100: 102 91 11
220200: 89 82 7
220300: 87 92 -5
220400: 85 97 -12
220500: 88 95 -7
220600: 87 91 -4
220700: 84 78 6
220800: 85 102 -17
220900: 96 90 6
221000: 97 98 -1
221100: 73 78 -5
221200: 85 97 -12
221300: 97 82 15
221400: 94 94 0
221500: 84 94 -10
221600: 89 105 -16
221700: 85 97 -12
221800: 73 76 -3
221900: 82 84 -2
222000: 80 83 -3
222100: 82 94 -12
222200: 107 99 8
222300: 76 85 -9
222400: 96 85 11
222500: 85 76 9
222600: 78 71 7
222700: 81 78 3
222800: 100 99 1
222900: 93 77 16
223000: 90 81 9
223100: 86 83 3
223200: 80 81 -1
223300: 84 77 7
223400: 93 98 -5
223500: 90 80 10
223600: 76 90 -14
223700: 90 79 11
223800: 88 88 0
223900: 86 98 -12
224000: 84 76 8
224100: 95 80 15
224200: 87 85 2
224300: 87 89 -2
224400: 91 93 -2
224500: 85 90 -5
224600: 102 111 -9
224700: 93 77 16
224800: 87 77 10
224900: 116 95 21
225000: 97 98 -1
225100: 96 89 7
225200: 91 89 2
225300: 87 117 -30
225400: 101 85 16
225500: 102 94 8
225600: 90 87 3
225700: 102 85 17
225800: 98 86 12
225900: 104 79 25
226000: 77 77 0
226100: 87 100 -13
226200: 104 93 11
226300: 100 76 24
226400: 95 89 6
226500: 109 96 13
226600: 100 85 15
226700: 93 82 11
226800: 83 85 -2
226900: 101 90 11
227000: 81 83 -2
227100: 96 89 7
227200: 91 90 1
227300: 93 85 8
227400: 91 86 5
227500: 90 78 12
227600: 79 91 -12
227700: 100 107 -7
227800: 75 88 -13
227900: 83 87 -4
228000: 90 91 -1
228100: 94 93 1
228200: 93 83 10
228300: 101 92 9
228400: 95 86 9
228500: 82 83 -1
228600: 102 93 9
228700: 100 88 12
228800: 89 81 8
228900: 88 86 2
229000: 97 76 21
229100: 89 78 11
229200: 103 91 12
229300: 97 84 13
229400: 86 78 8
229500: 102 95 7
229600: 97 67 30
229700: 94 98 -4
229800: 91 79 12
229900: 97 96 1
230000: 100 85 15
230100: 85 89 -4
230200: 97 87 10
230300: 91 82 9
230400: 95 105 -10
230500: 84 69 15
230600: 99 93 6
230700: 108 102 6
230800: 101 95 6
230900: 93 78 15
231000: 113 79 34
231100: 105 75 30
231200: 91 73 18
231300: 93 97 -4
231400: 88 73 15
231500: 87 62 25
231600: 87 78 9
231700: 80 93 -13
231800: 102 93 9
231900: 99 90 9
232000: 93 86 7
232100: 92 90 2
232200: 94 93 1
232300: 103 100 3
232400: 74 59 15
232500: 94 74 20
232600: 104 85 19
232700: 93 71 22
232800: 106 91 15
232900: 97 85 12
233000: 94 76 18
233100: 92 80 12
233200: 94 92 2
233300: 85 58 27
233400: 85 73 12
233500: 80 68 12
233600: 79 79 0
233700: 94 83 11
233800: 94 88 6
233900: 82 90 -8
234000: 91 89 2
234100: 79 74 5
234200: 88 77 11
234300: 84 95 -11
234400: 90 78 12
234500: 101 83 18
234600: 97 79 18
234700: 91 76 15
234800: 74 85 -11
234900: 98 86 12
235000: 87 79 8
235100: 87 82 5
235200: 89 68 21
235300: 74 78 -4
235400: 90 85 5
235500: 94 89 5
235600: 105 75 30
235700: 87 73 14
235800: 105 97 8
235900: 84 79 5
236000: 101 75 26
236100: 81 82 -1
236200: 111 79 32
236300: 96 73 23
236400: 81 81 0
236500: 86 70 16
236600: 86 82 4
236700: 89 74 15
236800: 64 73 -9
236900: 92 73 19
237000: 89 88 1
237100: 92 83 9
237200: 92 84 8
237300: 92 86 6
237400: 91 89 2
237500: 84 78 6
237600: 87 82 5
237700: 99 83 16
237800: 98 81 17
237900: 92 79 13
238000: 90 77 13
238100: 79 75 4
238200: 85 84 1
238300: 75 72 3
238400: 100 87 13
238500: 87 90 -3
238600: 98 78 20
238700: 75 85 -10
238800: 86 89 -3
238900: 80 72 8
239000: 90 88 2
239100: 89 68 21
239200: 86 84 2
239300: 95 86 9
239400: 96 80 16
239500: 97 88 9
239600: 112 93 19
239700: 86 67 19
239800: 106 102 4
239900: 94 101 -7
240000: 96 84 12
240100: 96 81 15
240200: 90 88 2
240300: 74 82 -8
240400: 105 95 10
240500: 86 68 18
240600: 82 99 -17
240700: 78 86 -8
240800: 76 94 -18
240900: 86 82 4
241000: 95 83 12
241100: 85 79 6
241200: 100 97 3
241300: 98 81 17
241400: 84 90 -6
241500: 89 89 0
241600: 106 76 30
241700: 78 77 1
241800: 94 76 18
241900: 91 89 2
242000: 90 75 15
242100: 116 102 14
242200: 83 92 -9
242300: 82 92 -10
242400: 93 69 24
242500: 94 87 7
242600: 115 93 22
242700: 102 84 18
242800: 90 74 16
242900: 93 80 13
243000: 92 99 -7
243100: 93 100 -7
243200: 80 73 7
243300: 88 97 -9
243400: 91 88 3
243500: 98 88 10
243600: 90 83 7
243700: 81 90 -9
243800: 84 82 2
243900: 102 88 14
244000: 93 80 13
244100: 85 87 -2
244200: 87 80 7
244300: 101 84 17
244400: 95 78 17
244500: 85 100 -15
244600: 94 90 4
244700: 90 79 11
244800: 97 88 9
244900: 105 95 10
245000: 94 96 -2
245100: 85 98 -13
245200: 83 88 -5
245300: 105 116 -11
245400: 103 84 19
245500: 101 110 -9
245600: 87 89 -2
245700: 100 83 17
245800: 95 81 14
245900: 95 97 -2
246000: 96 91 5
246100: 75 87 -12
246200: 93 90 3
246300: 103 93 10
246400: 97 93 4
246500: 97 85 12
246600: 93 93 0
246700: 117 97 20
246800: 105 89 16
246900: 91 93 -2
247000: 117 87 30
247100: 104 94 10
247200: 105 106 -1
247300: 95 101 -6
247400: 78 96 -18
247500: 92 98 -6
247600: 108 124 -16
247700: 98 87 11
247800: 111 82 29
247900: 70 69 1
248000: 86 91 -5
248100: 107 106 1
248200: 81 84 -3
248300: 80 90 -10
248400: 88 71 17
248500: 91 93 -2
248600: 104 88 16
248700: 88 95 -7
248800: 94 92 2
248900: 96 86 10
249000: 86 96 -10
249100: 104 106 -2
249200: 83 91 -8
249300: 90 87 3
249400: 95 91 4
249500: 98 99 -1
249600: 73 86 -13
249700: 80 86 -6
249800: 88 99 -11
249900: 84 94 -10
250000: 95 81 14
250100: 103 92 11
250200: 95 91 4
250300: 113 84 29
250400: 89 98 -9
250500: 109 119 -10
250600: 120 99 21
250700: 103 107 -4
250800: 90 107 -17
250900: 96 103 -7
251000: 96 115 -19
251100: 90 88 2
251200: 97 98 -1
251300: 87 87 0
251400: 98 109 -11
251500: 111 103 8
251600: 106 95 11
251700: 82 98 -16
251800: 100 99 1
251900: 104 95 9
252000: 106 98 8
252100: 78 113 -35
252200: 86 97 -11
252300: 97 89 8
252400: 85 87 -2
252500: 104 104 0
252600: 88 96 -8
252700: 94 105 -11
252800: 87 104 -17
252900: 112 106 6
253000: 95 81 14
253100: 94 97 -3
253200: 98 101 -3
253300: 93 96 -3
253400: 85 104 -19
253500: 115 98 17
253600: 83 108 -25
253700: 81 119 -38
253800: 81 84 -3
253900: 99 103 -4
254000: 105 105 0
254100: 91 104 -13
254200: 99 100 -1
254300: 91 101 -10
254400: 112 92 20
254500: 88 95 -7
254600: 76 89 -13
254700: 98 97 1
254800: 95 98 -3
254900: 101 107 -6
255000: 96 78 18
255100: 107 102 5
255200: 95 89 6
255300: 102 94 8
255400: 100 108 -8
255500: 98 96 2
255600: 92 95 -3
255700: 96 100 -4
255800: 94 83 11
255900: 100 88 12
256000: 86 94 -8
256100: 88 93 -5
256200: 94 99 -5
256300: 89 96 -7
256400: 98 111 -13
256500: 73 103 -30
256600: 105 101 4
256700: 88 96 -8
256800: 65 81 -16
256900: 91 105 -14
257000: 106 123 -17
257100: 98 97 1
257200: 99 92 7
257300: 111 103 8
257400: 78 100 -22
257500: 90 101 -11
257600: 92 115 -23
257700: 89 102 -13
257800: 109 94 15
257900: 97 118 -21
258000: 94 97 -3
258100: 92 109 -17
258200: 112 91 21
258300: 104 108 -4
258400: 124 115 9
258500: 100 105 -5
258600: 88 94 -6
258700: 100 111 -11
258800: 113 96 17
258900: 107 115 -8
259000: 103 92 11
259100: 98 112 -14
259200: 105 106 -1
259300: 109 115 -6
259400: 114 109 5
259500: 100 110 -10
259600: 99 83 16
259700: 103 105 -2
259800: 105 95 10
259900: 116 107 9
260000: 98 104 -6
260100: 108 112 -4
260200: 109 101 8
260300: 104 93 11
260400: 96 84 12
260500: 117 100 17
260600: 111 91 20
260700: 88 91 -3
260800: 89 116 -27
260900: 90 93 -3
261000: 92 81 11
261100: 113 95 18
261200: 92 111 -19
261300: 89 101 -12
261400: 129 111 18
261500: 101 93 8
261600: 93 93 0
261700: 93 106 -13
261800: 98 114 -16
261900: 119 90 29
262000: 102 103 -1
262100: 104 96 8
262200: 96 96 0
262300: 104 110 -6
262400: 95 88 7
262500: 102 87 15
262600: 111 91 20
262700: 88 93 -5
262800: 108 102 6
262900: 88 108 -20
263000: 115 119 -4
263100: 103 91 12
263200: 128 108 20
263300: 98 99 -1
263400: 100 102 -2
263500: 106 82 24
263600: 103 92 11
263700: 104 103 1
263800: 110 96 14
263900: 113 82 31
264000: 130 105 25
264100: 104 84 20
264200: 133 112 21
264300: 115 95 20
264400: 97 95 2
264500: 109 118 -9
264600: 127 98 29
264700: 115 99 16
264800: 99 108 -9
264900: 117 113 4
265000: 106 93 13
265100: 86 103 -17
265200: 98 98 0
265300: 115 91 24
265400: 99 75 24
265500: 115 98 17
265600: 111 107 4
265700: 96 82 14
265800: 81 89 -8
265900: 112 99 13
266000: 86 105 -19
266100: 97 90 7
266200: 106 121 -15
266300: 104 100 4
266400: 105 93 12
266500: 102 111 -9
266600: 110 106 4
266700: 105 98 7
266800: 117 101 16
266900: 107 103 4
267000: 109 95 14
267100: 104 108 -4
267200: 120 103 17
267300: 117 86 31
267400: 122 88 34
267500: 107 86 21
267600: 108 107 1
267700: 107 102 5
267800: 109 99 10
267900: 106 98 8
268000: 93 102 -9
268100: 116 108 8
268200: 114 106 8
268300: 121 97 24
268400: 120 87 33
268500: 125 89 36
268600: 124 115 9
268700: 122 101 21
268800: 97 86 11
268900: 123 94 29
269000: 106 103 3
269100: 110 93 17
269200: 116 88 28
269300: 101 99 2
269400: 128 106 22
269500: 112 93 19
269600: 129 105 24
269700: 109 93 16
269800: 113 81 32
269900: 125 96 29
270000: 138 108 30
270100: 141 99 42
270200: 119 94 25
270300: 108 92 16
270400: 99 90 9
270500: 119 88 31
270600: 95 93 2
270700: 112 106 6
270800: 99 87 12
270900: 115 79 36
271000: 115 92 23
271100: 115 111 4
271200: 93 95 -2
271300: 95 110 -15
271400: 114 100 14
271500: 129 84 45
271600: 122 97 25
271700: 96 94 2
271800: 124 115 9
271900: 98 97 1
272000: 115 84 31
272100: 95 87 8
272200: 116 95 21
272300: 107 78 29
272400: 109 75 34
272500: 108 76 32
272600: 101 83 18
272700: 108 98 10
272800: 129 73 56
272900: 116 122 -6
273000: 122 102 20
273100: 106 103 3
273200: 113 95 18
273300: 117 101 16
273400: 97 89 8
273500: 113 73 40
273600: 117 115 2
273700: 121 90 31
273800: 114 109 5
273900: 123 114 9
274000: 98 95 3
274100: 126 91 35
274200: 104 97 7
274300: 119 95 24
274400: 116 104 12
274500: 119 102 17
274600: 99 81 18
274700: 132 98 34
274800: 113 89 24
274900: 117 83 34
275000: 97 72 25
275100: 110 80 30
275200: 108 91 17
275300: 89 95 -6
275400: 106 79 27
275500: 106 99 7
275600: 103 109 -6
275700: 121 99 22
275800: 128 99 29
275900: 104 98 6
276000: 114 102 12
276100: 116 96 20
276200: 115 77 38
276300: 122 106 16
276400: 114 83 31
276500: 101 108 -7
276600: 122 122 0
276700: 106 94 12
276800: 115 96 19
276900: 112 96 16
277000: 98 96 2
277100: 138 108 30
277200: 117 113 4
277300: 104 121 -17
277400: 101 103 -2
277500: 95 94 1
277600: 103 111 -8
277700: 109 107 2
277800: 122 109 13
277900: 109 80 29
278000: 123 99 24
278100: 106 90 16
278200: 105 114 -9
278300: 102 104 -2
278400: 131 81 50
278500: 117 111 6
278600: 95 103 -8
278700: 103 97 6
278800: 108 121 -13
278900: 116 125 -9
279000: 104 110 -6
279100: 92 93 -1
279200: 111 118 -7
279300: 97 93 4
279400: 97 91 6
279500: 104 116 -12
279600: 109 106 3
279700: 102 104 -2
279800: 113 108 5
279900: 106 108 -2
280000: 95 104 -9
280100: 102 103 -1
280200: 100 102 -2
280300: 109 108 1
280400: 111 107 4
280500: 130 134 -4
280600: 101 91 10
280700: 104 105 -1
280800: 120 114 6
280900: 73 95 -22
281000: 123 115 8
281100: 105 106 -1
281200: 120 117 3
281300: 102 111 -9
281400: 125 119 6
281500: 137 128 9
281600: 98 90 8
281700: 107 111 -4
281800: 106 123 -17
281900: 111 115 -4
282000: 80 93 -13
282100: 101 112 -11
282200: 108 105 3
282300: 117 105 12
282400: 115 107 8
282500: 110 119 -9
282600: 114 105 9
282700: 93 102 -9
282800: 118 103 15
282900: 112 113 -1
283000: 100 106 -6
283100: 99 127 -28
283200: 107 102 5
283300: 100 111 -11
283400: 95 120 -25
283500: 99 104 -5
283600: 112 119 -7
283700: 101 119 -18
283800: 105 116 -11
283900: 109 114 -5
284000: 106 99 7
284100: 110 117 -7
284200: 114 103 11
284300: 91 109 -18
284400: 127 119 8
284500: 109 124 -15
284600: 88 95 -7
284700: 98 105 -7
284800: 94 110 -16
284900: 98 102 -4
285000: 113 115 -2
285100: 112 98 14
285200: 115 113 2
285300: 118 129 -11
285400: 113 116 -3
285500: 132 117 15
285600: 127 135 -8
285700: 125 121 4
285800: 128 139 -11
285900: 100 125 -25
286000: 99 113 -14
286100: 95 99 -4
286200: 111 110 1
286300: 106 127 -21
286400: 105 123 -18
286500: 103 109 -6
286600: 122 114 8
286700: 101 112 -11
286800: 119 105 14
286900: 113 127 -14
287000: 100 127 -27
287100: 100 116 -16
287200: 105 103 2
287300: 115 117 -2
287400: 108 115 -7
287500: 105 125 -20
287600: 109 122 -13
287700: 107 113 -6
287800: 99 120 -21
287900: 121 137 -16
288000: 98 116 -18
288100: 112 132 -20
288200: 93 95 -2
288300: 105 121 -16
288400: 106 124 -18
288500: 113 130 -17
288600: 112 121 -9
288700: 107 120 -13
288800: 124 133 -9
288900: 116 98 18
289000: 127 131 -4
289100: 125 128 -3
289200: 108 137 -29
289300: 102 117 -15
289400: 112 129 -17
289500: 130 106 24
289600: 95 114 -19
289700: 114 116 -2
289800: 126 129 -3
289900: 124 101 23
290000: 110 127 -17
290100: 111 118 -7
290200: 113 124 -11
290300: 98 96 2
290400: 108 118 -10
290500: 117 109 8
290600: 110 118 -8
290700: 117 109 8
290800: 99 112 -13
290900: 130 130 0
291000: 118 134 -16
291100: 131 135 -4
291200: 128 115 13
291300: 104 129 -25
291400: 127 121 6
291500: 114 123 -9
291600: 125 120 5
291700: 115 139 -24
291800: 127 136 -9
291900: 107 140 -33
292000: 113 129 -16
292100: 116 121 -5
292200: 123 124 -1
292300: 128 114 14
292400: 125 131 -6
292500: 129 119 10
292600: 103 111 -8
292700: 142 109 33
292800: 120 141 -21
292900: 100 115 -15
293000: 132 106 26
293100: 130 133 -3
293200: 114 108 6
293300: 122 120 2
293400: 124 135 -11
293500: 117 106 11
293600: 108 120 -12
293700: 124 130 -6
293800: 106 118 -12
293900: 97 133 -36
294000: 112 126 -14
294100: 137 129 8
294200: 118 127 -9
294300: 111 134 -23
294400: 122 118 4
294500: 133 129 4
294600: 123 119 4
294700: 130 131 -1
294800: 118 109 9
294900: 115 124 -9
295000: 122 129 -7
295100: 123 110 13
295200: 102 121 -19
295300: 127 112 15
295400: 111 124 -13
295500: 103 119 -16
295600: 107 130 -23
295700: 112 113 -1
295800: 128 100 28
295900: 106 111 -5
296000: 118 116 2
296100: 108 122 -14
296200: 115 134 -19
296300: 120 132 -12
296400: 99 131 -32
296500: 89 112 -23
296600: 106 140 -34
296700: 108 105 3
296800: 132 141 -9
296900: 131 116 15
297000: 112 127 -15
297100: 118 124 -6
297200: 126 113 13
297300: 105 127 -22
297400: 133 131 2
297500: 105 125 -20
297600: 119 118 1
297700: 106 122 -16
297800: 101 114 -13
297900: 105 123 -18
298000: 128 122 6
298100: 120 119 1
298200: 131 109 22
298300: 125 115 10
298400: 119 114 5
298500: 107 115 -8
298600: 120 122 -2
298700: 110 107 3
298800: 135 113 22
298900: 126 119 7
299000: 114 113 1
299100: 122 109 13
299200: 128 129 -1
299300: 98 113 -15
299400: 110 99 11
299500: 103 128 -25
299600: 104 117 -13
299700: 123 105 18
299800: 113 117 -4
299900: 96 111 -15
300000: 117 122 -5
300100: 135 120 15
300200: 110 92 18
300300: 108 113 -5
300400: 124 121 3
300500: 124 91 33
300600: 111 111 0
300700: 123 117 6
300800: 122 129 -7
300900: 108 118 -10
301000: 123 122 1
301100: 108 116 -8
301200: 113 121 -8
301300: 127 130 -3
301400: 110 100 10
301500: 115 104 11
301600: 107 113 -6
301700: 119 129 -10
301800: 112 129 -17
301900: 135 132 3
302000: 122 121 1
302100: 128 115 13
302200: 103 128 -25
302300: 110 110 0
302400: 138 127 11
302500: 111 115 -4
302600: 99 105 -6
302700: 116 111 5
302800: 131 122 9
302900: 106 117 -11
303000: 120 118 2
303100: 119 111 8
303200: 115 112 3
303300: 120 100 20
303400: 105 119 -14
303500: 118 124 -6
303600: 110 113 -3
303700: 97 109 -12
303800: 127 138 -11
303900: 134 120 14
304000: 101 132 -31
304100: 116 118 -2
304200: 121 125 -4
304300: 127 104 23
304400: 141 119 22
304500: 115 106 9
304600: 137 116 21
304700: 110 124 -14
304800: 120 101 19
304900: 128 129 -1
305000: 113 114 -1
305100: 119 125 -6
305200: 112 122 -10
305300: 127 116 11
305400: 113 133 -20
305500: 99 119 -20
305600: 98 103 -5
305700: 116 118 -2
305800: 111 127 -16
305900: 130 140 -10
306000: 106 126 -20
306100: 124 105 19
306200: 106 112 -6
306300: 119 133 -14
306400: 114 122 -8
306500: 125 132 -7
306600: 140 128 12
306700: 112 132 -20
306800: 106 107 -1
306900: 108 135 -27
307000: 110 112 -2
307100: 130 124 6
307200: 132 116 16
307300: 122 114 8
307400: 133 128 5
307500: 123 124 -1
307600: 140 142 -2
307700: 120 108 12
307800: 126 112 14
307900: 133 137 -4
308000: 106 99 7
308100: 118 125 -7
308200: 135 121 14
308300: 121 114 7
308400: 105 129 -24
308500: 110 102 8
308600: 95 101 -6
308700: 102 108 -6
308800: 108 131 -23
308900: 121 129 -8
309000: 120 97 23
309100: 109 101 8
309200: 122 100 22
309300: 110 133 -23
309400: 121 126 -5
309500: 119 111 8
309600: 110 123 -13
309700: 123 106 17
309800: 131 132 -1
309900: 108 118 -10
310000: 119 108 11
310100: 119 120 -1
310200: 117 118 -1
310300: 114 106 8
310400: 115 109 6
310500: 122 101 21
310600: 116 106 10
310700: 113 111 2
310800: 114 108 6
310900: 114 127 -13
311000: 108 134 -26
311100: 100 110 -10
311200: 115 113 2
311300: 116 88 28
311400: 117 112 5
311500: 126 127 -1
311600: 118 98 20
311700: 122 103 19
311800: 88 122 -34
311900: 97 84 13
312000: 147 117 30
312100: 117 128 -11
312200: 111 121 -10
312300: 115 113 2
312400: 106 119 -13
312500: 114 131 -17
312600: 122 132 -10
312700: 142 116 26
312800: 114 125 -11
312900: 127 110 17
313000: 104 112 -8
313100: 116 113 3
313200: 127 120 7
313300: 117 118 -1
313400: 120 119 1
313500: 133 131 2
313600: 107 131 -24
313700: 114 131 -17
313800: 113 108 5
313900: 106 111 -5
314000: 137 137 0
314100: 125 109 16
314200: 109 114 -5
314300: 120 139 -19
314400: 119 100 19
314500: 126 109 17
314600: 127 123 4
314700: 118 127 -9
314800: 115 111 4
314900: 121 116 5
315000: 129 116 13
315100: 117 133 -16
315200: 118 124 -6
315300: 102 124 -22
315400: 117 97 20
315500: 135 134 1
315600: 133 144 -11
315700: 118 124 -6
315800: 119 126 -7
315900: 120 125 -5
316000: 114 125 -11
316100: 131 114 17
316200: 127 142 -15
316300: 129 122 7
316400: 104 86 18
316500: 105 123 -18
316600: 143 126 17
316700: 113 134 -21
316800: 127 119 8
316900: 141 119 22
317000: 118 118 0
317100: 112 112 0
317200: 116 119 -3
317300: 108 113 -5
317400: 133 124 9
317500: 92 114 -22
317600: 122 136 -14
317700: 117 129 -12
317800: 113 110 3
317900: 101 117 -16
318000: 115 118 -3
318100: 135 108 27
318200: 114 102 12
318300: 113 129 -16
318400: 126 133 -7
318500: 155 116 39
318600: 110 125 -15
318700: 112 114 -2
318800: 136 118 18
318900: 142 143 -1
319000: 110 107 3
